timestamp,model_category,run_desc,params,trainer_state,loss,f1,OA,AA,kappa
2025-08-12T14:02:39.273827+00:00,dbda,More epochs + MAE pretrain,"{""num_epochs"": 60, ""batch_size"": 24, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""learning_rate"": 0.001, ""weight_decay"": 0, ""scheduler"": ""<function <lambda> at 0x7fe671950220>""}",,0.27215781807899475,0.8351882100105286,0.5120162963867188,0.886040449142456,0.04168498516082764
2025-08-13T10:33:35.794746+00:00,mae-pu-dbda,Default run,"{""num_epochs"": 60, ""batch_size"": 24, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""loss_alpha"": 1, ""loss_beta"": 0.1, ""mask_ratio"": 0.5, ""mask_mode"": ""both"", ""fil_value"": ""noise"", ""embedding_size"": 256, ""autoencoder_loss_weight"": 1.0, ""cls_loss_weight"": 1.0, ""learning_rate"": 0.001, ""weight_decay"": 0, ""scheduler"": ""<function <lambda> at 0x7fe5fbbcc180>""}",,0.12365433426857829,0.8975540399551392,0.8285149335861206,0.8890843987464905,0.5499223470687866
2025-08-13T11:46:49.837470+00:00,mae-pu-dbda,Bigger latent space,"{""num_epochs"": 60, ""batch_size"": 24, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""loss_alpha"": 1, ""loss_beta"": 0.1, ""mask_ratio"": 0.5, ""mask_mode"": ""both"", ""fil_value"": ""noise"", ""embedding_size"": 512, ""autoencoder_loss_weight"": 1.0, ""cls_loss_weight"": 1.0, ""learning_rate"": 0.001, ""weight_decay"": 0, ""scheduler"": ""<function <lambda> at 0x7f342847d940>""}",,nan,0.828471302986145,0.5,0.8832342624664307,0.0
2025-08-13T13:17:30.698969+00:00,mae-pu-dbda,Without scheduler,"{""num_epochs"": 60, ""batch_size"": 24, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""loss_alpha"": 1, ""loss_beta"": 0.1, ""mask_ratio"": 0.5, ""mask_mode"": ""both"", ""fil_value"": ""noise"", ""embedding_size"": 256, ""autoencoder_loss_weight"": 1.0, ""cls_loss_weight"": 1.0, ""learning_rate"": 0.001, ""weight_decay"": 0, ""scheduler"": ""None""}",,0.21312526825969846,0.8942280411720276,0.886303722858429,0.8803329467773438,0.5711278915405273
2025-08-13T14:32:49.656574+00:00,mae-pu-dbda,Without scheduler + lower lr,"{""num_epochs"": 60, ""batch_size"": 24, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""loss_alpha"": 1, ""loss_beta"": 0.1, ""mask_ratio"": 0.5, ""mask_mode"": ""both"", ""fil_value"": ""noise"", ""embedding_size"": 256, ""autoencoder_loss_weight"": 1.0, ""cls_loss_weight"": 1.0, ""decoder_layers"": 6, ""learning_rate"": 0.0001, ""weight_decay"": 0, ""scheduler"": ""None""}",,0.07479608239034699,0.8558439612388611,0.5669205784797668,0.8849940299987793,0.19357699155807495
2025-08-13T15:02:34.939196+00:00,mae-pu-dbda,More decoder layers,"{""num_epochs"": 30, ""batch_size"": 24, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""loss_alpha"": 1, ""loss_beta"": 0.1, ""mask_ratio"": 0.5, ""mask_mode"": ""both"", ""fil_value"": ""noise"", ""embedding_size"": 256, ""autoencoder_loss_weight"": 1.0, ""cls_loss_weight"": 1.0, ""decoder_layers"": 8, ""decoder_embed_dim"": 256, ""decoder_heads"": 8, ""decoder_mlp_dim"": 512, ""learning_rate"": 0.001, ""weight_decay"": 0, ""scheduler"": ""None""}",,0.12060341313736196,0.8960908055305481,0.822935163974762,0.8876575231552124,0.5425081253051758
2025-08-13T15:40:53.004308+00:00,mae-pu-dbda,More decoder layers,"{""num_epochs"": 60, ""batch_size"": 24, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""loss_alpha"": 1, ""loss_beta"": 0.1, ""mask_ratio"": 0.5, ""mask_mode"": ""both"", ""fil_value"": ""noise"", ""embedding_size"": 256, ""autoencoder_loss_weight"": 1.0, ""cls_loss_weight"": 1.0, ""decoder_layers"": 8, ""decoder_embed_dim"": 256, ""decoder_heads"": 8, ""decoder_mlp_dim"": 512, ""learning_rate"": 0.001, ""weight_decay"": 0, ""scheduler"": ""None""}",,0.1862128969099258,0.9105368852615356,0.894427478313446,0.9009274840354919,0.6215487718582153
2025-08-13T16:29:06.971640+00:00,mae-pu-dbda,More decoder layers + more decoder heads,"{""num_epochs"": 60, ""batch_size"": 24, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""loss_alpha"": 1, ""loss_beta"": 0.1, ""mask_ratio"": 0.5, ""mask_mode"": ""both"", ""fil_value"": ""noise"", ""embedding_size"": 256, ""autoencoder_loss_weight"": 1.0, ""cls_loss_weight"": 1.0, ""decoder_layers"": 8, ""decoder_embed_dim"": 256, ""decoder_heads"": 16, ""decoder_mlp_dim"": 512, ""learning_rate"": 0.001, ""weight_decay"": 0, ""scheduler"": ""None""}",,0.11170464969891099,0.9077094197273254,0.8876747488975525,0.8977407813072205,0.6099732518196106
2025-08-13T17:16:21.070593+00:00,mae-pu-dbda,More decoder layers + more decoder heads + bigger embeded dim,"{""num_epochs"": 60, ""batch_size"": 24, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""loss_alpha"": 1, ""loss_beta"": 0.1, ""mask_ratio"": 0.5, ""mask_mode"": ""both"", ""fil_value"": ""noise"", ""embedding_size"": 256, ""autoencoder_loss_weight"": 1.0, ""cls_loss_weight"": 1.0, ""decoder_layers"": 8, ""decoder_embed_dim"": 512, ""decoder_heads"": 16, ""decoder_mlp_dim"": 512, ""learning_rate"": 0.001, ""weight_decay"": 0, ""scheduler"": ""None""}",,0.16960040098449117,0.8924154043197632,0.8562729358673096,0.8800475597381592,0.5506125688552856
2025-08-13T17:53:21.701850+00:00,mae-pu-dbda,Less decoder layers,"{""num_epochs"": 60, ""batch_size"": 24, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""loss_alpha"": 1, ""loss_beta"": 0.1, ""mask_ratio"": 0.5, ""mask_mode"": ""both"", ""fil_value"": ""noise"", ""embedding_size"": 256, ""autoencoder_loss_weight"": 1.0, ""cls_loss_weight"": 1.0, ""decoder_layers"": 4, ""decoder_embed_dim"": 256, ""decoder_heads"": 8, ""decoder_mlp_dim"": 512, ""learning_rate"": 0.001, ""weight_decay"": 0, ""scheduler"": ""None""}",,0.0872751846654657,0.8335220813751221,0.5093182325363159,0.8847087025642395,0.03226590156555176
2025-08-13T18:37:13.457221+00:00,mae-pu-dbda,Fill with zeroes,"{""num_epochs"": 60, ""batch_size"": 24, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""loss_alpha"": 1, ""loss_beta"": 0.1, ""mask_ratio"": 0.5, ""mask_mode"": ""both"", ""fil_value"": 0.0, ""embedding_size"": 256, ""autoencoder_loss_weight"": 1.0, ""cls_loss_weight"": 1.0, ""decoder_layers"": 8, ""decoder_embed_dim"": 256, ""decoder_heads"": 8, ""decoder_mlp_dim"": 512, ""learning_rate"": 0.001, ""weight_decay"": 0, ""scheduler"": ""None""}",,0.1604809485452341,0.8324248790740967,0.507143497467041,0.884613573551178,0.024903178215026855
2025-08-13T19:18:00.307860+00:00,mae-pu-dbda,Spatial masking,"{""num_epochs"": 60, ""batch_size"": 24, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""loss_alpha"": 1, ""loss_beta"": 0.1, ""mask_ratio"": 0.5, ""mask_mode"": ""spatial"", ""fil_value"": ""noise"", ""embedding_size"": 256, ""autoencoder_loss_weight"": 1.0, ""cls_loss_weight"": 1.0, ""decoder_layers"": 8, ""decoder_embed_dim"": 256, ""decoder_heads"": 8, ""decoder_mlp_dim"": 512, ""learning_rate"": 0.001, ""weight_decay"": 0, ""scheduler"": ""None""}",,0.08374075081832325,0.828471302986145,0.5,0.8832342624664307,0.0
2025-08-13T20:02:44.776702+00:00,mae-pu-dbda,Spatial masking + bigger masking ratio,"{""num_epochs"": 60, ""batch_size"": 24, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""loss_alpha"": 1, ""loss_beta"": 0.1, ""mask_ratio"": 0.75, ""mask_mode"": ""spatial"", ""fil_value"": ""noise"", ""embedding_size"": 256, ""autoencoder_loss_weight"": 1.0, ""cls_loss_weight"": 1.0, ""decoder_layers"": 8, ""decoder_embed_dim"": 256, ""decoder_heads"": 8, ""decoder_mlp_dim"": 512, ""learning_rate"": 0.001, ""weight_decay"": 0, ""scheduler"": ""None""}",,0.05750822453433595,0.9466872215270996,0.8343926668167114,0.9491081833839417,0.7304995059967041
2025-08-13T21:14:25.042563+00:00,mae-pu-dbda,Bigger masking ratio,"{""num_epochs"": 60, ""batch_size"": 24, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""loss_alpha"": 1, ""loss_beta"": 0.1, ""mask_ratio"": 0.75, ""mask_mode"": ""both"", ""fil_value"": ""noise"", ""embedding_size"": 256, ""autoencoder_loss_weight"": 1.0, ""cls_loss_weight"": 1.0, ""decoder_layers"": 8, ""decoder_embed_dim"": 256, ""decoder_heads"": 8, ""decoder_mlp_dim"": 512, ""learning_rate"": 0.001, ""weight_decay"": 0, ""scheduler"": ""None""}",,0.6968412447546608,0.7664079070091248,0.8026446104049683,0.7160047292709351,0.3053702712059021
2025-08-13T22:22:18.684408+00:00,mae-pu-dbda,Spectral masking + bigger masking ratio,"{""num_epochs"": 60, ""batch_size"": 24, ""patch_size"": 9, ""target_dim"": 75, ""pre_process_type"": ""PreProcessType.STANDARTIZATION"", ""dim_reduction_type"": ""DimReductionType.PCA"", ""loss_alpha"": 1, ""loss_beta"": 0.1, ""mask_ratio"": 0.75, ""mask_mode"": ""spectral"", ""fil_value"": ""noise"", ""embedding_size"": 256, ""autoencoder_loss_weight"": 1.0, ""cls_loss_weight"": 1.0, ""decoder_layers"": 8, ""decoder_embed_dim"": 256, ""decoder_heads"": 8, ""decoder_mlp_dim"": 512, ""learning_rate"": 0.001, ""weight_decay"": 0, ""scheduler"": ""None""}",,0.10109248376762582,0.909951388835907,0.8478348255157471,0.9035434126853943,0.5980097055435181
